maxtempC,mintempC,uvIndex,DewPointC,cloudcover,humidity,precipMM,visibility,windspeedKmph,location,year,month,day,hour,tempC
29.0,23.0,7.0,13.0,5.0,47.0,0.0,10.0,2.0,91.0,2018.0,10.0,25,3.0,25.0
29.0,23.0,7.0,13.0,5.0,47.0,0.0,10.0,5.0,91.0,2018.0,10.0,25,4.0,25.0
29.0,23.0,7.0,13.0,5.0,48.0,0.0,10.0,7.0,91.0,2018.0,10.0,25,5.0,25.0
29.0,23.0,7.0,13.0,5.0,49.0,0.0,10.0,9.0,91.0,2018.0,10.0,25,6.0,24.0
29.0,23.0,7.0,12.0,5.0,47.0,0.0,10.0,8.0,91.0,2018.0,10.0,25,7.0,24.0
29.0,23.0,7.0,11.0,5.0,46.0,0.0,10.0,7.0,91.0,2018.0,10.0,25,8.0,24.0
29.0,23.0,7.0,11.0,6.0,45.0,0.0,10.0,6.0,91.0,2018.0,10.0,25,9.0,23.0
29.0,23.0,7.0,11.0,5.0,42.0,0.0,10.0,5.0,91.0,2018.0,10.0,25,10.0,24.0
29.0,23.0,7.0,11.0,5.0,40.0,0.0,10.0,5.0,91.0,2018.0,10.0,25,11.0,26.0
29.0,23.0,7.0,11.0,5.0,38.0,0.0,10.0,5.0,91.0,2018.0,10.0,25,12.0,27.0
29.0,23.0,7.0,11.0,5.0,36.0,0.0,10.0,6.0,91.0,2018.0,10.0,25,13.0,27.0
29.0,23.0,7.0,11.0,5.0,34.0,0.0,10.0,8.0,91.0,2018.0,10.0,25,14.0,28.0
29.0,23.0,7.0,10.0,5.0,32.0,0.0,10.0,10.0,91.0,2018.0,10.0,25,15.0,29.0
29.0,23.0,7.0,10.0,4.0,30.0,0.0,10.0,10.0,91.0,2018.0,10.0,25,16.0,29.0
29.0,23.0,7.0,9.0,4.0,29.0,0.0,10.0,10.0,91.0,2018.0,10.0,25,17.0,29.0
29.0,23.0,7.0,9.0,4.0,28.0,0.0,10.0,10.0,91.0,2018.0,10.0,25,18.0,29.0
29.0,23.0,7.0,9.0,4.0,30.0,0.0,10.0,10.0,91.0,2018.0,10.0,25,19.0,29.0
29.0,23.0,7.0,10.0,3.0,31.0,0.0,10.0,9.0,91.0,2018.0,10.0,25,20.0,28.0
29.0,23.0,7.0,10.0,3.0,33.0,0.0,10.0,8.0,91.0,2018.0,10.0,25,21.0,28.0
29.0,23.0,7.0,11.0,3.0,34.0,0.0,10.0,7.0,91.0,2018.0,10.0,25,22.0,28.0
29.0,23.0,7.0,11.0,3.0,35.0,0.0,10.0,6.0,91.0,2018.0,10.0,25,23.0,28.0
33.0,23.0,7.0,11.0,2.0,36.0,0.0,10.0,5.0,91.0,2018.0,10.0,26,0.0,28.0
33.0,23.0,7.0,12.0,1.0,37.0,0.0,10.0,5.0,91.0,2018.0,10.0,26,1.0,28.0
33.0,23.0,7.0,12.0,1.0,38.0,0.0,10.0,5.0,91.0,2018.0,10.0,26,2.0,28.0
33.0,23.0,7.0,12.0,0.0,39.0,0.0,10.0,4.0,91.0,2018.0,10.0,26,3.0,27.0
33.0,23.0,7.0,12.0,0.0,40.0,0.0,10.0,7.0,91.0,2018.0,10.0,26,4.0,26.0
33.0,23.0,7.0,11.0,0.0,42.0,0.0,10.0,9.0,91.0,2018.0,10.0,26,5.0,25.0
33.0,23.0,7.0,11.0,0.0,43.0,0.0,10.0,11.0,91.0,2018.0,10.0,26,6.0,25.0
33.0,23.0,7.0,10.0,1.0,41.0,0.0,10.0,10.0,91.0,2018.0,10.0,26,7.0,24.0
33.0,23.0,7.0,9.0,1.0,38.0,0.0,10.0,9.0,91.0,2018.0,10.0,26,8.0,24.0
33.0,23.0,7.0,7.0,2.0,36.0,0.0,10.0,9.0,91.0,2018.0,10.0,26,9.0,23.0
33.0,23.0,7.0,7.0,3.0,32.0,0.0,10.0,8.0,91.0,2018.0,10.0,26,10.0,24.0
33.0,23.0,7.0,6.0,4.0,28.0,0.0,10.0,7.0,91.0,2018.0,10.0,26,11.0,26.0
33.0,23.0,7.0,5.0,6.0,24.0,0.0,10.0,7.0,91.0,2018.0,10.0,26,12.0,27.0
33.0,23.0,7.0,6.0,4.0,23.0,0.0,10.0,6.0,91.0,2018.0,10.0,26,13.0,29.0
33.0,23.0,7.0,7.0,2.0,22.0,0.0,10.0,4.0,91.0,2018.0,10.0,26,14.0,31.0
33.0,23.0,7.0,7.0,0.0,21.0,0.0,10.0,3.0,91.0,2018.0,10.0,26,15.0,33.0
33.0,23.0,7.0,7.0,0.0,21.0,0.0,10.0,5.0,91.0,2018.0,10.0,26,16.0,32.0
33.0,23.0,7.0,6.0,0.0,21.0,0.0,10.0,7.0,91.0,2018.0,10.0,26,17.0,31.0
33.0,23.0,7.0,6.0,0.0,21.0,0.0,10.0,9.0,91.0,2018.0,10.0,26,18.0,31.0
33.0,23.0,7.0,7.0,0.0,23.0,0.0,10.0,8.0,91.0,2018.0,10.0,26,19.0,30.0
33.0,23.0,7.0,7.0,0.0,25.0,0.0,10.0,7.0,91.0,2018.0,10.0,26,20.0,30.0
33.0,23.0,7.0,8.0,0.0,27.0,0.0,10.0,6.0,91.0,2018.0,10.0,26,21.0,29.0
33.0,23.0,7.0,8.0,0.0,27.0,0.0,10.0,5.0,91.0,2018.0,10.0,26,22.0,29.0
33.0,23.0,7.0,9.0,0.0,28.0,0.0,10.0,4.0,91.0,2018.0,10.0,26,23.0,29.0
33.0,23.0,7.0,9.0,0.0,28.0,0.0,10.0,4.0,91.0,2018.0,10.0,27,0.0,29.0
33.0,23.0,7.0,8.0,0.0,29.0,0.0,10.0,5.0,91.0,2018.0,10.0,27,1.0,27.0
33.0,23.0,7.0,6.0,0.0,29.0,0.0,10.0,7.0,91.0,2018.0,10.0,27,2.0,26.0
33.0,23.0,7.0,5.0,0.0,29.0,0.0,10.0,9.0,91.0,2018.0,10.0,27,3.0,24.0
33.0,23.0,7.0,5.0,0.0,29.0,0.0,10.0,10.0,91.0,2018.0,10.0,27,4.0,24.0
33.0,23.0,7.0,4.0,0.0,28.0,0.0,10.0,11.0,91.0,2018.0,10.0,27,5.0,23.0
33.0,23.0,7.0,4.0,0.0,28.0,0.0,10.0,12.0,91.0,2018.0,10.0,27,6.0,23.0
33.0,23.0,7.0,4.0,1.0,28.0,0.0,10.0,11.0,91.0,2018.0,10.0,27,7.0,23.0
33.0,23.0,7.0,4.0,1.0,28.0,0.0,10.0,9.0,91.0,2018.0,10.0,27,8.0,24.0
33.0,23.0,7.0,4.0,2.0,27.0,0.0,10.0,8.0,91.0,2018.0,10.0,27,9.0,24.0
33.0,23.0,7.0,4.0,2.0,25.0,0.0,10.0,7.0,91.0,2018.0,10.0,27,10.0,26.0
33.0,23.0,7.0,4.0,2.0,22.0,0.0,10.0,7.0,91.0,2018.0,10.0,27,11.0,27.0
33.0,23.0,7.0,3.0,2.0,20.0,0.0,10.0,6.0,91.0,2018.0,10.0,27,12.0,29.0
33.0,23.0,7.0,3.0,1.0,18.0,0.0,10.0,4.0,91.0,2018.0,10.0,27,13.0,30.0
33.0,23.0,7.0,3.0,1.0,17.0,0.0,10.0,3.0,91.0,2018.0,10.0,27,14.0,32.0
33.0,23.0,7.0,3.0,0.0,15.0,0.0,10.0,1.0,91.0,2018.0,10.0,27,15.0,33.0
33.0,23.0,7.0,4.0,0.0,16.0,0.0,10.0,2.0,91.0,2018.0,10.0,27,16.0,33.0
33.0,23.0,7.0,4.0,0.0,16.0,0.0,10.0,4.0,91.0,2018.0,10.0,27,17.0,33.0
33.0,23.0,7.0,4.0,0.0,16.0,0.0,10.0,5.0,91.0,2018.0,10.0,27,18.0,33.0
33.0,23.0,7.0,4.0,0.0,17.0,0.0,10.0,6.0,91.0,2018.0,10.0,27,19.0,32.0
33.0,23.0,7.0,4.0,0.0,18.0,0.0,10.0,6.0,91.0,2018.0,10.0,27,20.0,31.0
33.0,23.0,7.0,3.0,0.0,19.0,0.0,10.0,6.0,91.0,2018.0,10.0,27,21.0,30.0
33.0,23.0,7.0,4.0,0.0,19.0,0.0,10.0,6.0,91.0,2018.0,10.0,27,22.0,29.0
33.0,23.0,7.0,4.0,0.0,20.0,0.0,10.0,5.0,91.0,2018.0,10.0,27,23.0,29.0
34.0,25.0,7.0,4.0,0.0,20.0,0.0,10.0,5.0,91.0,2018.0,10.0,28,0.0,29.0
34.0,25.0,7.0,4.0,0.0,21.0,0.0,10.0,4.0,91.0,2018.0,10.0,28,1.0,29.0
34.0,25.0,7.0,4.0,0.0,22.0,0.0,10.0,4.0,91.0,2018.0,10.0,28,2.0,28.0
34.0,25.0,7.0,4.0,0.0,23.0,0.0,10.0,4.0,91.0,2018.0,10.0,28,3.0,27.0
34.0,25.0,7.0,4.0,0.0,24.0,0.0,10.0,6.0,91.0,2018.0,10.0,28,4.0,27.0
34.0,25.0,7.0,4.0,0.0,24.0,0.0,10.0,8.0,91.0,2018.0,10.0,28,5.0,26.0
34.0,25.0,7.0,4.0,0.0,25.0,0.0,10.0,10.0,91.0,2018.0,10.0,28,6.0,25.0
34.0,25.0,7.0,4.0,0.0,25.0,0.0,10.0,9.0,91.0,2018.0,10.0,28,7.0,25.0
34.0,25.0,7.0,4.0,0.0,25.0,0.0,10.0,8.0,91.0,2018.0,10.0,28,8.0,25.0
34.0,25.0,7.0,4.0,0.0,25.0,0.0,10.0,7.0,91.0,2018.0,10.0,28,9.0,25.0
34.0,25.0,7.0,4.0,0.0,23.0,0.0,10.0,7.0,91.0,2018.0,10.0,28,10.0,27.0
34.0,25.0,7.0,4.0,0.0,21.0,0.0,10.0,7.0,91.0,2018.0,10.0,28,11.0,29.0
34.0,25.0,7.0,4.0,0.0,18.0,0.0,10.0,8.0,91.0,2018.0,10.0,28,12.0,31.0
34.0,25.0,7.0,4.0,0.0,18.0,0.0,10.0,6.0,91.0,2018.0,10.0,28,13.0,32.0
34.0,25.0,7.0,5.0,0.0,17.0,0.0,10.0,4.0,91.0,2018.0,10.0,28,14.0,33.0
34.0,25.0,7.0,5.0,0.0,16.0,0.0,10.0,2.0,91.0,2018.0,10.0,28,15.0,34.0
34.0,25.0,7.0,5.0,0.0,17.0,0.0,10.0,3.0,91.0,2018.0,10.0,28,16.0,34.0
34.0,25.0,7.0,6.0,0.0,17.0,0.0,10.0,4.0,91.0,2018.0,10.0,28,17.0,34.0
34.0,25.0,7.0,6.0,0.0,18.0,0.0,10.0,5.0,91.0,2018.0,10.0,28,18.0,34.0
34.0,25.0,7.0,6.0,7.0,20.0,0.0,10.0,5.0,91.0,2018.0,10.0,28,19.0,32.0
34.0,25.0,7.0,5.0,15.0,21.0,0.0,10.0,4.0,91.0,2018.0,10.0,28,20.0,30.0
34.0,25.0,7.0,5.0,22.0,23.0,0.0,10.0,4.0,91.0,2018.0,10.0,28,21.0,28.0
34.0,25.0,7.0,5.0,25.0,24.0,0.0,10.0,3.0,91.0,2018.0,10.0,28,22.0,27.0
34.0,25.0,7.0,5.0,29.0,25.0,0.0,10.0,3.0,91.0,2018.0,10.0,28,23.0,27.0
31.0,24.0,7.0,5.0,33.0,26.0,0.0,10.0,3.0,91.0,2018.0,10.0,29,0.0,26.0
31.0,24.0,7.0,5.0,46.0,27.0,0.0,10.0,2.0,91.0,2018.0,10.0,29,1.0,26.0
31.0,24.0,7.0,5.0,59.0,28.0,0.0,10.0,2.0,91.0,2018.0,10.0,29,2.0,25.0
31.0,24.0,7.0,6.0,72.0,29.0,0.0,10.0,1.0,91.0,2018.0,10.0,29,3.0,25.0
31.0,24.0,7.0,5.0,79.0,30.0,0.0,10.0,4.0,91.0,2018.0,10.0,29,4.0,24.0
31.0,24.0,7.0,5.0,87.0,30.0,0.0,10.0,6.0,91.0,2018.0,10.0,29,5.0,24.0
31.0,24.0,7.0,5.0,95.0,31.0,0.0,10.0,9.0,91.0,2018.0,10.0,29,6.0,24.0
31.0,24.0,7.0,6.0,95.0,32.0,0.0,10.0,8.0,91.0,2018.0,10.0,29,7.0,24.0
31.0,24.0,7.0,7.0,95.0,33.0,0.0,10.0,8.0,91.0,2018.0,10.0,29,8.0,24.0
31.0,24.0,7.0,7.0,95.0,34.0,0.0,10.0,7.0,91.0,2018.0,10.0,29,9.0,24.0
31.0,24.0,7.0,7.0,79.0,32.0,0.0,10.0,7.0,91.0,2018.0,10.0,29,10.0,25.0
31.0,24.0,7.0,7.0,62.0,29.0,0.0,10.0,7.0,91.0,2018.0,10.0,29,11.0,27.0
31.0,24.0,7.0,7.0,46.0,26.0,0.0,10.0,7.0,91.0,2018.0,10.0,29,12.0,28.0
31.0,24.0,7.0,7.0,32.0,25.0,0.0,10.0,7.0,91.0,2018.0,10.0,29,13.0,29.0
31.0,24.0,7.0,7.0,18.0,24.0,0.0,10.0,6.0,91.0,2018.0,10.0,29,14.0,30.0
31.0,24.0,7.0,7.0,5.0,23.0,0.0,10.0,6.0,91.0,2018.0,10.0,29,15.0,31.0
31.0,24.0,7.0,8.0,5.0,24.0,0.0,10.0,5.0,91.0,2018.0,10.0,29,16.0,31.0
31.0,24.0,7.0,8.0,4.0,24.0,0.0,10.0,3.0,91.0,2018.0,10.0,29,17.0,31.0
31.0,24.0,7.0,9.0,4.0,25.0,0.0,10.0,2.0,91.0,2018.0,10.0,29,18.0,31.0
31.0,24.0,7.0,9.0,5.0,27.0,0.0,10.0,2.0,91.0,2018.0,10.0,29,19.0,31.0
31.0,24.0,7.0,9.0,5.0,28.0,0.0,10.0,2.0,91.0,2018.0,10.0,29,20.0,30.0
31.0,24.0,7.0,9.0,5.0,29.0,0.0,10.0,3.0,91.0,2018.0,10.0,29,21.0,29.0
31.0,24.0,7.0,10.0,5.0,30.0,0.0,10.0,2.0,91.0,2018.0,10.0,29,22.0,29.0
31.0,24.0,7.0,10.0,4.0,30.0,0.0,10.0,2.0,91.0,2018.0,10.0,29,23.0,29.0
29.0,24.0,7.0,10.0,3.0,31.0,0.0,10.0,2.0,91.0,2018.0,10.0,30,0.0,29.0
29.0,24.0,7.0,9.0,13.0,31.0,0.0,10.0,3.0,91.0,2018.0,10.0,30,1.0,27.0
29.0,24.0,7.0,8.0,23.0,32.0,0.0,10.0,5.0,91.0,2018.0,10.0,30,2.0,26.0
29.0,24.0,7.0,7.0,33.0,32.0,0.0,10.0,6.0,91.0,2018.0,10.0,30,3.0,25.0
29.0,24.0,7.0,7.0,27.0,33.0,0.0,10.0,7.0,91.0,2018.0,10.0,30,4.0,24.0
29.0,24.0,7.0,7.0,22.0,34.0,0.0,10.0,9.0,91.0,2018.0,10.0,30,5.0,24.0
29.0,24.0,7.0,7.0,17.0,34.0,0.0,10.0,10.0,91.0,2018.0,10.0,30,6.0,24.0
29.0,24.0,7.0,7.0,17.0,35.0,0.0,10.0,10.0,91.0,2018.0,10.0,30,7.0,24.0
29.0,24.0,7.0,7.0,17.0,36.0,0.0,10.0,10.0,91.0,2018.0,10.0,30,8.0,24.0
29.0,24.0,7.0,8.0,18.0,36.0,0.0,10.0,10.0,91.0,2018.0,10.0,30,9.0,24.0
29.0,24.0,7.0,7.0,13.0,32.0,0.0,10.0,10.0,91.0,2018.0,10.0,30,10.0,25.0
29.0,24.0,7.0,6.0,8.0,28.0,0.0,10.0,11.0,91.0,2018.0,10.0,30,11.0,26.0
29.0,24.0,7.0,5.0,4.0,24.0,0.0,10.0,12.0,91.0,2018.0,10.0,30,12.0,27.0
29.0,24.0,7.0,6.0,4.0,25.0,0.0,10.0,14.0,91.0,2018.0,10.0,30,13.0,28.0
29.0,24.0,7.0,6.0,4.0,25.0,0.0,10.0,17.0,91.0,2018.0,10.0,30,14.0,28.0
29.0,24.0,7.0,7.0,4.0,26.0,0.0,10.0,19.0,91.0,2018.0,10.0,30,15.0,29.0
29.0,24.0,7.0,6.0,3.0,25.0,0.0,10.0,18.0,91.0,2018.0,10.0,30,16.0,28.0
29.0,24.0,7.0,6.0,3.0,25.0,0.0,10.0,17.0,91.0,2018.0,10.0,30,17.0,28.0
29.0,24.0,7.0,5.0,3.0,24.0,0.0,10.0,16.0,91.0,2018.0,10.0,30,18.0,27.0
29.0,24.0,7.0,5.0,2.0,25.0,0.0,10.0,17.0,91.0,2018.0,10.0,30,19.0,27.0
29.0,24.0,7.0,4.0,2.0,25.0,0.0,10.0,18.0,91.0,2018.0,10.0,30,20.0,26.0
29.0,24.0,7.0,4.0,1.0,26.0,0.0,10.0,19.0,91.0,2018.0,10.0,30,21.0,25.0
29.0,24.0,7.0,4.0,1.0,26.0,0.0,10.0,17.0,91.0,2018.0,10.0,30,22.0,25.0
29.0,24.0,7.0,4.0,0.0,26.0,0.0,10.0,16.0,91.0,2018.0,10.0,30,23.0,24.0
27.0,19.0,6.0,4.0,0.0,26.0,0.0,10.0,15.0,91.0,2018.0,10.0,31,0.0,24.0
27.0,19.0,6.0,4.0,0.0,27.0,0.0,10.0,12.0,91.0,2018.0,10.0,31,1.0,24.0
27.0,19.0,6.0,5.0,0.0,29.0,0.0,10.0,10.0,91.0,2018.0,10.0,31,2.0,24.0
27.0,19.0,6.0,5.0,0.0,30.0,0.0,10.0,7.0,91.0,2018.0,10.0,31,3.0,24.0
27.0,19.0,6.0,5.0,0.0,31.0,0.0,10.0,10.0,91.0,2018.0,10.0,31,4.0,23.0
27.0,19.0,6.0,4.0,0.0,31.0,0.0,10.0,13.0,91.0,2018.0,10.0,31,5.0,22.0
27.0,19.0,6.0,4.0,0.0,32.0,0.0,10.0,16.0,91.0,2018.0,10.0,31,6.0,21.0
27.0,19.0,6.0,3.0,1.0,32.0,0.0,10.0,15.0,91.0,2018.0,10.0,31,7.0,20.0
27.0,19.0,6.0,2.0,1.0,32.0,0.0,10.0,13.0,91.0,2018.0,10.0,31,8.0,19.0
27.0,19.0,6.0,1.0,2.0,32.0,0.0,10.0,11.0,91.0,2018.0,10.0,31,9.0,19.0
27.0,19.0,6.0,1.0,3.0,28.0,0.0,10.0,8.0,91.0,2018.0,10.0,31,10.0,20.0
27.0,19.0,6.0,-0.0,4.0,24.0,0.0,10.0,5.0,91.0,2018.0,10.0,31,11.0,21.0
27.0,19.0,6.0,-1.0,6.0,21.0,0.0,10.0,3.0,91.0,2018.0,10.0,31,12.0,23.0
27.0,19.0,6.0,-1.0,6.0,20.0,0.0,10.0,4.0,91.0,2018.0,10.0,31,13.0,23.0
27.0,19.0,6.0,-1.0,7.0,20.0,0.0,10.0,5.0,91.0,2018.0,10.0,31,14.0,24.0
27.0,19.0,6.0,-1.0,8.0,19.0,0.0,10.0,7.0,91.0,2018.0,10.0,31,15.0,24.0
27.0,19.0,6.0,-1.0,5.0,17.0,0.0,10.0,7.0,91.0,2018.0,10.0,31,16.0,25.0
27.0,19.0,6.0,-2.0,3.0,16.0,0.0,10.0,8.0,91.0,2018.0,10.0,31,17.0,26.0
27.0,19.0,6.0,-3.0,0.0,14.0,0.0,10.0,8.0,91.0,2018.0,10.0,31,18.0,27.0
27.0,19.0,6.0,-1.0,0.0,16.0,0.0,10.0,7.0,91.0,2018.0,10.0,31,19.0,26.0
27.0,19.0,6.0,-0.0,0.0,19.0,0.0,10.0,6.0,91.0,2018.0,10.0,31,20.0,26.0
27.0,19.0,6.0,1.0,0.0,22.0,0.0,10.0,5.0,91.0,2018.0,10.0,31,21.0,25.0
27.0,19.0,6.0,1.0,1.0,22.0,0.0,10.0,5.0,91.0,2018.0,10.0,31,22.0,24.0
27.0,19.0,6.0,1.0,3.0,23.0,0.0,10.0,5.0,91.0,2018.0,10.0,31,23.0,23.0
27.0,18.0,6.0,0.0,4.0,23.0,0.0,10.0,5.0,91.0,2018.0,11.0,1,0.0,22.0
27.0,18.0,6.0,-1.0,6.0,22.0,0.0,10.0,6.0,91.0,2018.0,11.0,1,1.0,21.0
27.0,18.0,6.0,-3.0,8.0,21.0,0.0,10.0,6.0,91.0,2018.0,11.0,1,2.0,20.0
27.0,18.0,6.0,-5.0,11.0,19.0,0.0,10.0,7.0,91.0,2018.0,11.0,1,3.0,19.0
27.0,18.0,6.0,-5.0,12.0,19.0,0.0,10.0,8.0,91.0,2018.0,11.0,1,4.0,19.0
27.0,18.0,6.0,-5.0,13.0,19.0,0.0,10.0,9.0,91.0,2018.0,11.0,1,5.0,18.0
27.0,18.0,6.0,-6.0,14.0,20.0,0.0,10.0,10.0,91.0,2018.0,11.0,1,6.0,18.0
27.0,18.0,6.0,-5.0,16.0,20.0,0.0,10.0,9.0,91.0,2018.0,11.0,1,7.0,18.0
27.0,18.0,6.0,-5.0,17.0,21.0,0.0,10.0,7.0,91.0,2018.0,11.0,1,8.0,18.0
27.0,18.0,6.0,-4.0,18.0,22.0,0.0,10.0,5.0,91.0,2018.0,11.0,1,9.0,18.0
27.0,18.0,6.0,-4.0,16.0,21.0,0.0,10.0,5.0,91.0,2018.0,11.0,1,10.0,19.0
27.0,18.0,6.0,-4.0,14.0,19.0,0.0,10.0,4.0,91.0,2018.0,11.0,1,11.0,20.0
27.0,18.0,6.0,-4.0,12.0,17.0,0.0,10.0,4.0,91.0,2018.0,11.0,1,12.0,22.0
27.0,18.0,6.0,-4.0,9.0,16.0,0.0,10.0,4.0,91.0,2018.0,11.0,1,13.0,23.0
27.0,18.0,6.0,-5.0,5.0,14.0,0.0,10.0,4.0,91.0,2018.0,11.0,1,14.0,25.0
27.0,18.0,6.0,-5.0,2.0,13.0,0.0,10.0,4.0,91.0,2018.0,11.0,1,15.0,27.0
27.0,18.0,6.0,-5.0,2.0,12.0,0.0,10.0,5.0,91.0,2018.0,11.0,1,16.0,26.0
27.0,18.0,6.0,-5.0,2.0,12.0,0.0,10.0,6.0,91.0,2018.0,11.0,1,17.0,26.0
27.0,18.0,6.0,-6.0,2.0,12.0,0.0,10.0,7.0,91.0,2018.0,11.0,1,18.0,25.0
27.0,18.0,6.0,-6.0,1.0,13.0,0.0,10.0,7.0,91.0,2018.0,11.0,1,19.0,25.0
27.0,18.0,6.0,-6.0,1.0,14.0,0.0,10.0,8.0,91.0,2018.0,11.0,1,20.0,24.0
27.0,18.0,6.0,-5.0,0.0,14.0,0.0,10.0,8.0,91.0,2018.0,11.0,1,21.0,23.0
27.0,18.0,6.0,-5.0,0.0,15.0,0.0,10.0,6.0,91.0,2018.0,11.0,1,22.0,24.0
27.0,18.0,6.0,-4.0,0.0,15.0,0.0,10.0,3.0,91.0,2018.0,11.0,1,23.0,24.0
29.0,21.0,6.0,-4.0,0.0,16.0,0.0,10.0,1.0,91.0,2018.0,11.0,2,0.0,24.0
29.0,21.0,6.0,-4.0,0.0,16.0,0.0,10.0,2.0,91.0,2018.0,11.0,2,1.0,24.0
29.0,21.0,6.0,-4.0,0.0,17.0,0.0,10.0,2.0,91.0,2018.0,11.0,2,2.0,23.0
29.0,21.0,6.0,-4.0,0.0,17.0,0.0,10.0,3.0,91.0,2018.0,11.0,2,3.0,23.0
29.0,21.0,6.0,-3.0,0.0,19.0,0.0,10.0,4.0,91.0,2018.0,11.0,2,4.0,22.0
29.0,21.0,6.0,-2.0,0.0,21.0,0.0,10.0,5.0,91.0,2018.0,11.0,2,5.0,22.0
29.0,21.0,6.0,-1.0,0.0,23.0,0.0,10.0,7.0,91.0,2018.0,11.0,2,6.0,22.0
29.0,21.0,6.0,0.0,0.0,25.0,0.0,10.0,7.0,91.0,2018.0,11.0,2,7.0,21.0
29.0,21.0,6.0,1.0,0.0,27.0,0.0,10.0,7.0,91.0,2018.0,11.0,2,8.0,21.0
29.0,21.0,6.0,2.0,0.0,29.0,0.0,10.0,7.0,91.0,2018.0,11.0,2,9.0,21.0
29.0,21.0,6.0,2.0,0.0,27.0,0.0,10.0,6.0,91.0,2018.0,11.0,2,10.0,22.0
29.0,21.0,6.0,3.0,0.0,25.0,0.0,10.0,5.0,91.0,2018.0,11.0,2,11.0,24.0
29.0,21.0,6.0,3.0,0.0,24.0,0.0,10.0,4.0,91.0,2018.0,11.0,2,12.0,25.0
29.0,21.0,6.0,3.0,0.0,22.0,0.0,10.0,4.0,91.0,2018.0,11.0,2,13.0,27.0
29.0,21.0,6.0,3.0,0.0,21.0,0.0,10.0,4.0,91.0,2018.0,11.0,2,14.0,28.0
29.0,21.0,6.0,4.0,0.0,20.0,0.0,10.0,4.0,91.0,2018.0,11.0,2,15.0,29.0
29.0,21.0,6.0,3.0,0.0,20.0,0.0,10.0,5.0,91.0,2018.0,11.0,2,16.0,28.0
29.0,21.0,6.0,3.0,0.0,20.0,0.0,10.0,6.0,91.0,2018.0,11.0,2,17.0,28.0
29.0,21.0,6.0,2.0,0.0,20.0,0.0,10.0,7.0,91.0,2018.0,11.0,2,18.0,27.0
29.0,21.0,6.0,2.0,0.0,21.0,0.0,10.0,7.0,91.0,2018.0,11.0,2,19.0,27.0
29.0,21.0,6.0,3.0,0.0,22.0,0.0,10.0,7.0,91.0,2018.0,11.0,2,20.0,26.0
29.0,21.0,6.0,3.0,0.0,23.0,0.0,10.0,6.0,91.0,2018.0,11.0,2,21.0,26.0
29.0,21.0,6.0,3.0,2.0,24.0,0.0,10.0,5.0,91.0,2018.0,11.0,2,22.0,25.0
29.0,21.0,6.0,2.0,3.0,25.0,0.0,10.0,4.0,91.0,2018.0,11.0,2,23.0,24.0
29.0,21.0,7.0,2.0,5.0,26.0,0.0,10.0,3.0,91.0,2018.0,11.0,3,0.0,23.0
29.0,21.0,7.0,2.0,9.0,26.0,0.0,10.0,2.0,91.0,2018.0,11.0,3,1.0,22.0
29.0,21.0,7.0,2.0,12.0,27.0,0.0,10.0,1.0,91.0,2018.0,11.0,3,2.0,21.0
29.0,21.0,7.0,1.0,15.0,27.0,0.0,10.0,0.0,91.0,2018.0,11.0,3,3.0,21.0
29.0,21.0,7.0,2.0,10.0,28.0,0.0,10.0,3.0,91.0,2018.0,11.0,3,4.0,21.0
29.0,21.0,7.0,3.0,5.0,28.0,0.0,10.0,5.0,91.0,2018.0,11.0,3,5.0,22.0
29.0,21.0,7.0,4.0,0.0,29.0,0.0,10.0,8.0,91.0,2018.0,11.0,3,6.0,23.0
29.0,21.0,7.0,4.0,0.0,29.0,0.0,10.0,7.0,91.0,2018.0,11.0,3,7.0,22.0
29.0,21.0,7.0,4.0,0.0,30.0,0.0,10.0,6.0,91.0,2018.0,11.0,3,8.0,22.0
29.0,21.0,7.0,4.0,0.0,30.0,0.0,10.0,6.0,91.0,2018.0,11.0,3,9.0,22.0
29.0,21.0,7.0,4.0,0.0,28.0,0.0,10.0,5.0,91.0,2018.0,11.0,3,10.0,23.0
29.0,21.0,7.0,3.0,0.0,26.0,0.0,10.0,4.0,91.0,2018.0,11.0,3,11.0,25.0
29.0,21.0,7.0,3.0,0.0,23.0,0.0,10.0,4.0,91.0,2018.0,11.0,3,12.0,26.0
29.0,21.0,7.0,4.0,0.0,23.0,0.0,10.0,5.0,91.0,2018.0,11.0,3,13.0,27.0
29.0,21.0,7.0,4.0,0.0,22.0,0.0,10.0,6.0,91.0,2018.0,11.0,3,14.0,27.0
29.0,21.0,7.0,4.0,0.0,22.0,0.0,10.0,6.0,91.0,2018.0,11.0,3,15.0,28.0
29.0,21.0,7.0,4.0,0.0,21.0,0.0,10.0,6.0,91.0,2018.0,11.0,3,16.0,28.0
29.0,21.0,7.0,4.0,0.0,21.0,0.0,10.0,5.0,91.0,2018.0,11.0,3,17.0,29.0
29.0,21.0,7.0,5.0,0.0,21.0,0.0,10.0,4.0,91.0,2018.0,11.0,3,18.0,29.0
29.0,21.0,7.0,5.0,1.0,23.0,0.0,10.0,4.0,91.0,2018.0,11.0,3,19.0,28.0
29.0,21.0,7.0,5.0,2.0,25.0,0.0,10.0,4.0,91.0,2018.0,11.0,3,20.0,27.0
29.0,21.0,7.0,5.0,2.0,26.0,0.0,10.0,5.0,91.0,2018.0,11.0,3,21.0,26.0
